Item_ID	Sentence	Partitive	SentenceLength
145694:20	and, uh, they had some activity,	no	6
145725:35	uh, i found out some, about some of the relatives	no	10
145726:75	i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles	yes	28
145726:101	i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles	yes	28
145920:28	because i looked into *-1 picking up some, uh, medical insurance for my, just for my family, you know, just,	no	20
145948:130	i guess 0 what, the other benefits that, uh, that i, uh, that i miss *t*-1, i guess is, uh, you know, some of the bonuses and stuff that that *t*-2 goes on with just * being involved *-3 with a big company, you know	yes	45
146094:19	um, i've done some cross stitching.	no	7
146202:136	well, one thing that i like *t*-1 about this fabric painting thing is 0 i can just make a t shirt and put a little ruffle around it and then, um, cut out a little pattern *ich*-2 from the material, from some material, like flowers or something, and make, um, a design or, you know, a little arrangement or something on the shirt and, you know, fuse it on with heat and bond, or whatever and then paint around it.	no	80
146229:41	so i had, i went and bought just some cloth glue and glued it all back	no	16
146546:25	i do think that there are some significant kinds of things 0 * to to look for *t*-4 *ich*-1, you know, if you are faced *-2 with * placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that *t*-3 is offered *-5 and such	no	53
146578:18	some, some of the, uh, the people that *t*-1 are in there are real, you know, very nice and friendly to everybody	no	22
146596:83	i think 0 it would matter too, uh, kinds of, uh, disabilities that the nursing home accepts *t*-1. because there are some, uh, who *t*-2 poor things, you know, don't have, uh, any real grasp on reality any longer.	no	40
146614:76	well, it is like, wel-, the one that i worked in *t*-1, uh, you would see some of them just like in wheelchairs all day,	yes	25
146620:33	and then you would see see some of the others that *t*-1 are were like distant from the other group	yes	20
146621:60	and they they just didn't like participate together with the others because they had some some, uh, i guess, uh, slight mental disabilities and things like that.	no	28
146663:14	and there are some fire stations 0 i can take newspapers to *t*-1	no	13
146711:46	and i think 0 it is going *-1 to come to that because some people will just not go to the,	no	21
146767:23	well, on-, some of them are five,	no	7
146768:5	some are ten cents.	no	4
146830:12	you see some of the stuff	yes	6
146883:11	you buy some	no	3
146901:16	because i had some appointments at the office *ich*-1 today, some interviews	no	12
146901:37	because i had some appointments at the office *ich*-1 today, some interviews	no	12
146950:25	so *-1 to be taller than some of the boys in the bigger grades, uh, older grades, i had *-1 to wear heels.	yes	23
147069:16	i know that some of the schools they have, uh, country western day or something like that one, you know, or tacky day,	yes	23
147085:37	um, oh, it, there's some good things about it	no	10
147239:53	but i think, uh, 0 we're going *-1 to have *-2 to make some fundamental changes	no	17
147292:13	and they needed some quality care,	no	6
147338:27	i am sure 0 you have got some really good nursing homes around dallas.	no	14
147341:8	and some of them are limited care *ich*-2 too where people can do, uh,	yes	14
147478:44	so, i, you know, you pick up some traits from her and stuff.	no	13
147583:29	and it *exp*-1's just too bad that some people, you know, still look down on them just because of their color. you know.	no	24
147615:5	some people say oh the boys shouldn't have *-1 to do those jobs. the inside jobs.	no	17
147697:28	but i wish 0 they would get some more on that.	no	11
147755:52	and personally i feel 0 it's probably, there's probably some of each.	yes	14
147829:43	and it almost seems like in order *-1 to avoid, uh, some of the scandal, you would have *-1 to have the kind of wife that you would only find *t*-2, on, say in the bobsy twins or, something like that.	yes	41
147885:34	the japanese government is always having a, some kind of a scandal.	no	12
147922:86	oh, well, i guess 0 i like a wide range. uh, everything from, uh, from baroque through at least some modern music.	no	22
148133:33	uh, i suppose 0 that puts me on some mailing lists and so forth, because i do get things from ski associations and things, uh, at, during the year.	no	29
148187:41	i'd like *-1 to go to sundance and park city and some of those.	yes	15
148204:16	and then we have some church magazines,	no	7
148360:9	even some of that i like *t*-1 okay but not, mostly, as a general rule,	yes	15
148377:14	and i like some of their songs.	yes	7
148462:27	i, i like some of it, um,	yes	7
148469:11	um, some of it sounds more like pop music.	yes	9
148536:16	um, i have some spiro gyro tapes.	no	7
148545:11	i have some dulcimer music.	no	5
148568:15	i mean, some people sing,	no	5
148897:37	* got that, uh, uh, some insight *ich*-2 there, 0 *t*-1 to, to kind of help me put together the feelings.	no	21
149155:55	you know, when you write a test *t*-1 you have *-2 to look at some data from it and see how the different questions are performing *t*-3 and find out which ones *t*-4 are discriminating well and which ones *t*-5 aren't *?* find out how reliable the test is *t*-6,	no	52
149169:21	well, i was doing some of the same stuff, but doing it more slowly, and with smaller files.	yes	18
149231:71	oh, we spend a lot of time outdoors *-1 jogging, bicycling, uh, going to the park, um, some time *-1 watching v c r movies um,	no	26
149249:6	some of the things 0 we do *t*-1 together as a family, we like *-2 to play games a lot,	yes	20
149297:15	so you have some in the nest and some out, huh.	no	11
149297:29	so you have some in the nest and some out, huh.	no	11
149432:17	oh, i have some relatives out there in texas,	no	9
149502:68	he's, uh, he has been really aggressive, uh, especially towards my little girl, for some reason.	no	17
149583:38	and we ended up with, uh, oh, malamute and some other kind of mix.	no	14
149615:70	you know, i saw something *ich*-3 on c n n or on cable here a while ago that *t*-2 showed some people that *t*-1 had rabbits in apartments and in houses,	no	31
149669:8	and some of the weirdest animals 0 you ever want *-1 to see *t*-2 in there.	yes	16
149727:73	and especially in this election year, i think that, uh, there ought *-1 to be so-, at least some conversation about what we are supposed *-2 to do *t*-3 about this.	no	31
149820:43	but with this peace dividend, it seems like you could set up some kind of like public works projects like they had *?* in the thirties, or whatever.	no	29
149911:186	um, what *t*-1 really bothers me is 0 it just seems like if, if anyone were *-2 to say, you know, well i'm going *-3 to raise taxes and cut the budget and we're mumblex, we're going *-4 to have *-5 to do some unpopular things, i mean, he wouldn't have a chance of * getting elected *-6.	no	62
149978:23	and, uh, they've had some impact, but not a tremendous amount,	no	12
149990:22	you know, particularly in some of the housing projects, uh, you know, that's, that tends *-1 to be where a lot of that crime is focused *-2 *t*-3	yes	29
150133:52	i've actually, i've known, known some people that *t*-1 have had their cars stolen *-2.	no	17
150146:7	and some superficial type damage,	no	5
150248:40	and the, uh, microwave had *-1 to have, uh, some kind of something 0 i can't even pronounce *t*-2,	no	20
150976:42	if you wanted *-1 to watch one thing you could turn to some channel for it	no	16
150984:71	i guess 0 maybe one drawback of it is that if you have one juror who *t*-1 is very unreasonable in some way, that, uh, you, uh, would have a problem, uh, you know, that you wouldn't convict someone who *t*-2 maybe should be convicted *-4.	no	47
151063:96	yeah, i mean, i, i really, i would like *-1 to, uh, to do at some point, um,	no	18
151066:23	but i wonder if maybe in some civil cases it doesn't work as well.	no	15
151118:86	in, in the case 0 you were involved in *t*-1, you said 0 it was just sort of a bank matter of some kind.	no	24
151317:32	but, uh, apparently for some, some crimes, it *exp*-1's permissible * to have six people sit in judgment.	no	19
151348:25	it was *?*, yeah, in some of the critical things, like the off-, special investigations, at one time in one of the cases had videotaped this person,	yes	28
151377:38	but, uh, they, they have done some testing around our office, mostly after lunch, *-1 looking for people drinking, uh, drinking beer and stuff at lunch time,	no	27
151543:30	well, you know, you can take some of that, that testing a little bit too far.	yes	16
151564:32	i mean * suppose 0 they found out some other way?	no	11
151577:22	uh, like i said, some industries, though, i think 0 it'd be very necessary,	no	15
151774:60	and, uh, each one of the, everybody that *t*-1 showed up donated some money for the rent and for, for like soft drinks	no	23
152257:56	and uh, our benefits package isn't, uh, isn't quite as good in some ways. uh, you know,	no	19
152303:35	unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have *-1 to finagle your way around *-2 to get that time.	no	31
152303:56	unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have *-1 to finagle your way around *-2 to get that time.	no	31
152490:25	i mean, you know, some people had been there a long time.	no	12
152494:12	like in some of the large oil companies. there has been massive lay offs.	yes	14
152569:103	although he, you know, * the more complex 0 your structure *?* *t*-2 the, uh, less difficult it *exp*-1 is *t*-3 * to kind of carry some things through	no	30
152831:108	uh, my, my opinion of taxes is that we just send money to washington or to the state and they say 0 they are going *-1 to send some back,	no	30
153023:355	also, also i have the observation *ich*-6 of, uh, with the press is that, like any any stories that i had any first hand knowledge of *t*-1 that i see *t*-2 in the press, you know, which *t*-3 only happened like ten times in my life you know first thing you know for anything of you know or anything that *t*-4 actually had, had more than just a blurb about it. that the press has managed *-5 to just mess up some aspect of the story	no	86
153314:52	they're their cat was an outside cat and just end up with some kittens	no	15
153357:7	and some he destroys *t*-1	no	5
153358:7	and some he keeps *t*-1.	no	5
153435:29	because i mean i do think that some people need them and, like, for protection and stuff	no	17
153931:85	they, i guess 0 they passed a couple of, uh, uh, laws a here while back in some states in terms of a waiting period where you know you go *-1 to buy a hand gun *t*-2	no	37
153957:35	i guess, i guess 0 some forms of guns should probably be controlled *-1	no	14
153995:24	you know, i have done some bow hunting	no	8
154149:47	well, even if it's not technical. if it's, uh, some social thing or whatever. it doesn't matter.	no	20
154306:16	we have gotten some of our loans paid *-1 off really because of this and stuff like that	yes	18
154553:11	i like some country music.	no	5
154734:49	and, uh, i was kind of interested *-1 to hear cause they had some people from the e p a and lots of different places	no	25
154759:31	they were able *-1 to sell it for some amount per ton	no	12
154769:18	we *ich*-2're doing some here in, in cash valley, the community here.	no	13
154782:102	so one of the real keys, it sounds like *t*-1, to * getting recycling for, uh, paper or something like that to go is * to get some sort of business to actually want it once you have collected it.	no	40
154822:19	like a carbon fuel of some sort,	no	7
154991:37	and i think 0 that keeps a lot, some people from *-1 exercising.	no	13
155193:47	or or are you, or are they some home distributing the funds back to you.	no	15
155202:46	and then i, and then they in turn will get some money from the bottlers and from the the people that *t*-1 do the canning of the pop and the beer as as well.	no	34
155226:17	they have done it some, uh,	no	6
155235:11	uh, some of the,	yes	4
155242:12	i have some friends of mine who *t*-1 use quicken	no	10
155281:73	but, uh, we're to the point *ich*-1 now where our financial income is enough that we can consider *-2 putting some away for college *t*-3,	no	26
155300:12	* find some extra payroll deductions is probably the only way 0 we will be able *-1 to, uh, do it *t*-2.	no	22
155307:76	well our situation is just a little bit, kind of the opposite of that cause my wife was not working for some time and was going to school and just recently, uh, took on a full time job,	no	38
155336:38	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called * internet.	no	19
155363:18	we could talk about some of the long range goals	yes	10
155368:62	uh, well i think, 0 either my wife or i would like *-1 to pursue advanced degrees at some point	no	20
155415:45	we're trying *-1 to think of how * to put away some savings and stuff like that *t*-2	no	19
155421:27	we'd like *-1 to do that some day.	no	9
155612:26	so so there is some good to it.	no	8
155641:88	if my parents were *-1 to get ill, i would like *-2 to take care of them at home and if i had the money with some help.	no	28
155671:20	and then there's also some that *t*-1 are set *-2 up for specialties	no	14
155675:16	uh, i know some.	no	4
155676:10	unfortunately, some elderly have * to go to or have, i guess 0 it's *rnr*-2 alzheimer's or where they wonder or, or, uh, confused or have some mental problem *t*-1.	no	32
155676:120	unfortunately, some elderly have * to go to or have, i guess 0 it's *rnr*-2 alzheimer's or where they wonder or, or, uh, confused or have some mental problem *t*-1.	no	32
155726:30	and i i've seen some of them like that too	yes	11
155768:23	uh, guy, uh, some of my things, i, i'd like *-1 to have a short work week you know,	yes	20
155945:65	i think 0 by *-1 putting term limitations on you could, you could slow down some of the problems.	yes	19
155950:11	i know some senators,	no	4
156065:131	but i, i think that there are, there are advantages to * having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years.	no	29
156153:21	and i think also 0 some of the, uh, car companies are coming out with, uh, gas powered fleets so you,	yes	21
156223:103	well, you also have the very close related thing of the, uh, rain forest destruction which *t*-1 is the main source of what *t*-2's clearing out the atmosphere and replacing some of the pollutants.	yes	35
156247:36	well, not, not as hard as some places out west because you don't get the, uh, major pollution sources as you do out in denver *ich*-2 with the inversion and los angeles and a-, rest of california which *t*-1 is just terrible it sounds.	no	45
156419:18	i had, uh, some visitor	no	5
156618:53	i mean, it *exp*-1 seems absurd that people will pay, you know, some bucks just *-2 to get someone to,	no	20
156793:8	but some of them have already been in youth centers. and that kind of thing,	yes	15
156804:8	and some of them are our problems,	yes	7
156825:41	but if you could find a way 0 * to prevent some of it *t*-4, and i'm not sure what it would be *t*-1. it would be money better *ich*-2 spent * than,	yes	34
156851:33	i'm for it in in some cases.	no	8
157050:25	i think 0 i've seen some statistics that *t*-1 say that, uh, it *exp*-2's more expensive *ich*-3 * to kill somebody than * to keep them in prison for life.	no	32
157092:10	but in some cases, yes.	no	5
157203:39	well, i, i think 0 on some of it, you have *-1 to say 0 someone's responsible for his actions.	yes	21
157650:23	i've been out here twenty some years	no	8
157668:160	well, the, the one thing that i know 0 *t*-1 does seem *-2 to happen from people 0 i've talked to *t*-3 on this, is that in the situation 0 you just said *t*-4 where it's nine to three, or some such number *t*-5, that there's, an effect 0 *t*-7 starts *-8 being that there's starts *-6 being a lot of peer pressure going on	no	69
157673:10	and in some cases if it's a long trial, the desire *ich*-1 of people *-2 to get out of there and not be stuck *-2 in there for a very long time, that people are changing their minds for the wrong reasons.	no	43
157676:109	i'd read one book, i think 0 it was calls *-1 trial by jury of all things, that, uh *t*-2 went through and interviewed a bunch of jurors in some of the big cases, and in many cases *-3 looking at what *t*-4 had, at the evidence afterwards as to whether the decision was right, went back to the jurors, uh, based on the deliberations.	yes	66
158089:67	well, i do think 0 with working parents it is, i mean, there are some real issues here. um, that i think, um,	no	23
158116:34	and it has, um, helped us to afford some things for our children that we couldn't otherwise *?* *t*-2 that i think 0 *t*-1 are wonderful particularly at this age,	no	32
158232:209	and i think that the people who *t*-1 are strongly in favor of the death penalty are really working from that gut level. uh, you know, whether it be a biblical force, uh, you know, the eye for an eye, a tooth for a tooth, a life for a knife, life type logic or just, uh, uh, some sort of anger at * putting peop-, putting, uh, murderers up in federal pens for the rest of their life, uh, while we foot the bill.	no	84
158276:20	like * say 0 some young kids or something like that that *t*-1 might be inclined more towards a life of crime, had *-2 to sit and watch and, and see a guy burn or, or, you know, something or shot *-3 by a firing squad or something like that.	no	50
158338:52	but i can't imagine that they would do an all white jury without *-1 having some sort of, of discrimination or, or, you know, uh, appeal on * not having a jury of his peers and all of that kind of stuff.	no	43
158343:99	it's like they're saying well on the one hand they're not, he's not getting a jury of his peers which *t*-1 is in some ways i think 0 *t*-2 true.	no	34
158370:62	but i, i rather imagine 0 there's, there's some snickering about it. and a lot of the usually fatalistic, uh, here we go again folks, kind of stuff.	no	30
158417:27	she, she had some kind of a dispute over some orange juice with the, with the owner of the store.	no	20
158417:44	she, she had some kind of a dispute over some orange juice with the, with the owner of the store.	no	20
158525:22	this child was crying and needed some comfort, you know,	no	10
158631:39	but they also did, they also did some of the teaching things	yes	12
158665:46	i think, i think 0 there's definitely been some changes, um,	no	12
158704:32	and it must have reflected, uh, uh, some awful good, uh, diplomacy on the part of the u s.	no	19
158902:45	well i did work, um, just very mumblex for some time	no	11
159122:18	then i know of some of the people that *t*-1 have gotten their masters	yes	14
159194:33	but there's, there's some weird law where, uh, uh, student employees working for the government don't have *-1 to pay social security tax *t*-2.	no	27
159266:27	and i think 0 maybe that avoids some of these totally ridiculous, you know, like millions and millions of dollars.	yes	20
159274:140	each individual jury really doesn't have any perception of what, um, the going, you know, if you will *?* the going, uh, award should be *t*-1 for a certain type of case, you know, within some kind of range.	no	41
159280:82	who it really penalizes *t*-1 is their insurance company which *t*-2 then translates into higher rates for all of us. if they get some of those mega awards against them.	yes	30
159294:21	and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.	no	21
159296:86	well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.	no	28
159302:14	you know some of the health insurance is written *-1 that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much	yes	37
159312:47	i, i think 0 it has *-1 to be some kind of common sense applied * there.	no	17
159389:10	but in some instances you're going *-1 to put companies out of business by *-2 taking that stance, if they have *-3 to take it out of their own retained earnings.	no	32
159437:33	and, uh, then i had *-1 to do some volunteer work here in tyler, texas	no	15
159514:8	and some of the really nice ones that *t*-1 really take care of their people are so expensive. because cause they can afford *-2 to hire the people that *t*-3 are really going * to care for the older.	yes	39
159743:40	i, i even like guns and roses, some of their stuff.	yes	11
159747:15	but, uh, some of these groups now like slaughter.	yes	9
159970:32	i guess that *'s not large compared to some,	no	10
160240:29	uh, you know, as sort of some development and some training, uh,	no	12
160240:36	uh, you know, as sort of some development and some training, uh,	no	12
160313:29	but, i think 0 there should be some kind of curbside service.	no	12
160637:88	and for the longer term i, i read, uh, like scientific american and, and, uh, readers' digest and some of those other types of magazines that *t*-1 come out which, they,	yes	32
160756:8	and some of it, i mean, is,	yes	7
160911:102	well, i, i mean, i think 0 there's some people, there, y-, certainly are some things where you need infrastructure *t*-1	no	22
161150:10	but also some poodles, uh	no	5
161155:11	there are some smart ones out there,	no	7
161156:26	but there's some also some, uh, not so smart ones.	no	11
161163:79	that's, that's, maybe that's, there's, uh, some credence in that statement.	no	15
161180:15	i mean, some people seem fairly well suited for for, uh, miniature poodles and such.	no	15
161209:14	well, because some people, uh, want *-1 to train them as,	no	11
161272:36	they're banned *-1 from, in some areas i understand 0 *t*-2.	no	12
161349:39	well, you should, you should have some opinions on that, then.	no	11
161351:15	i do have some thoughts on that,	no	7
161449:22	i'm into, uh, some industrial music that *t*-1's, a, a bit even harder than that.	no	17
161543:23	but i also dislike, uh, some classical music,	no	8
161659:14	so you got some lakes around 0 you can do that on *t*-1.	no	13
161792:24	i'd like *-1 to do some sailing.	no	8
161826:7	but some people are more motorboaters, you know which *t*-1 is fine.	no	12
161841:21	you actually, some catamarans you can actually pull people *ich*-1 behind *t*-2, the skiers,	no	14
162098:63	but i keep, i keep *-1 thinking that there's got *-2 to be some way, that, that a lot of this is circumstances *t*-3.	no	25
162141:71	* stop *-1 trying *-3 to attack supply because, which, which to some extent *t*-2 makes sense and to some extent *t*-2 doesn't.	no	24
162141:91	* stop *-1 trying *-3 to attack supply because, which, which to some extent *t*-2 makes sense and to some extent *t*-2 doesn't.	no	24
162164:33	and, uh, we're looking at, uh, some just four door, five passenger sedans as well.	no	16
162325:44	it, it *exp*-1's hard * to beat some of the,	yes	11
162412:56	but, uh, there's a four o one k plan uh, for, uh, * sheltering some taxable income.	no	18
162478:59	i, i guess 0 they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that	no	26
162807:36	something 0 i picked *t*-1 up in a psychology class some time ago.	no	13
162812:65	it's that * the younger 0 they are *t*-2, they tend *-1 to be more conservative for some statistical oddball reason,	no	22
162828:72	well, in a criminal case, say one in which, you know, there is, like, say assault or some such *t*-1. i think 0 there ought *-2 to be a unanimous, uh, vote because by law and by constitution there must be proven beyond a shadow of a reasonable doubt that the person in question did this.	no	56
163289:33	i think 0 at each wal-mart, they had some recycling dumpsters and things like that, which *t*-1 now,	no	18
163356:17	uh, i bought some cokes *ich*-1 the other day in the br-, the little bottles you know,	no	17
163402:36	but i, i do know 0 some of these places were doing that	yes	13
163458:200	and i, i guess 0 i'll do this for, i was doing this for, actually, i was going *-1 to do it for my son so that he could, uh, he, he's in high school, so that he could make some money.	no	44
163531:87	but i think 0 it's got a little more relevance since they are around dangerous equipment and things like that and do have *-1 to exercise some quick judgment in the field.	no	33
163578:60	i guess i k-, i think 0 it's got some relevance,	no	12
163598:67	they're, they should be able *-1 to make it as a continue of employment in some sense	no	18
163649:39	and, and supposedly this money is going into some kind of fund so that when it comes our turn 0 * to retire *t*-1 *t*-2, the money will be there for us.	no	32
163673:61	i'm not sure if we know what * to do *t*-2 in terms of * curing some who *t*-1 has already gotten polio.	no	24
163682:37	that, that histor-, for some reason, historical sites with, you know, the, the full federal money and everything seem *-1 to appear as, as almost as like political favors to, to very strong politicians.	no	34
163691:87	so, it sounds like you, uh, you think that, that we'd be able *-1 to save some money by, uh *-2 passing the line item veto.	no	27
163717:52	the-, the-, there has *-1 to be some way 0 * to do it *t*-2.	no	15
163775:38	i'm more, uh, old rock and roll, uh, some new, newer, i guess 0 you would call it *ich*-1 heavy metal rock and roll type you know, uh, van halen, that kind of thing.	no	35
163790:21	so, some some of the older eagles stuff was good.	no	10
163805:15	but, uh, some of their older s-, stuff was, uh, you know, quite enjoyable to me.	yes	16
163819:68	uh, so, anything new 0 you like *t*-1 *ich*-3 *ich*-4 coming out now, other than folk music, some 0 i might know of *t*-2.	no	24
163851:17	i think 0 some of them, the artists are even, uh, hitting the pop charts.	yes	15
163972:57	see, that's one thing 0 i like *t*-1 about the, uh, some of the folk music scenes, you know,	no	20
164027:11	there are some, but not, not very high.	no	8
164181:49	i know 0 they s-, they're coming out with some v eight now	no	14
164186:18	so, they've got some pretty powerful sixes.	no	8
164198:48	but there's so many occasions when i've had *-1 to move some members of the family or do this or that *t*-2,	no	24
164221:38	and we weren't aware of it, and just slipped on some black ice and went into another car,	no	19
164223:15	so, we got some monster studded snow tires after that.	no	10
164239:23	and it's, uh, got some nice features in terms of * being able *-1 to remove seats and flip them around	no	22
164243:29	so we've been able *-1 to do some real creative, uh, load hauling when * called upon *-2 *t*-3.	no	20
164258:56	i think that we're going *-1 to be, uh, owning a mini van for some years 0 *t*-2 to come.	no	21
164333:23	i, in some ways, it's almost worse than murder.	no	10
164407:36	but, i think 0 you have *-1 to accept some of the errors.	yes	13
164495:23	well, i think that in some cases, it is warranted.	no	10
164502:18	i think 0 in some cases it *exp*-1 doesn't matter if it's a deterrent or not.	no	18
164519:13	well, for some things.	no	4
164556:49	but, then, you know, i think that, that some murderers don't really warrant capital punishment. you know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who *t*-1 abused them *t*-2	no	40
164793:53	although i, you know, i'm sorry *-1 to see some of their, uh,	yes	14
164929:134	one of the things that i found *t*-1 interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who *t*-2 had stayed in iraq and was presenting, uh, some of the things that *t*-3 were available.	yes	42
165017:60	there wasn't as many advanced placement courses *ich*-3, uh, when i was a senior *t*-1 that some other schools had *t*-2.	no	22
165108:23	* ended up *-1 getting some scholarships 0 * to go to college *t*-2 and which *t*-3 has been, you know, which *t*-4 is really nice,	no	26
165389:35	the other thing 0 i let them do *t*-1 some times is that i let them go through and let them tell me what, let them do the diagnostics.	no	29
165437:28	well it sounds like you've had some good experiences with that	no	12
165669:42	and then with that i try and handle, you know, some of the clothes that the girls need *t*-1 and things like that,	yes	23
165759:38	and then you have *-1 to really sit down and plan some more	no	13
165808:15	i've heard some about saturns.	no	6
165842:31	and i found that while you can find some cars that *t*-1 are comfortable 0 * to ride in *t*-2, uh, * finding a ca-, car *ich*-5 anymore that *t*-3's, that *t*-4's fairly easy 0 for me to work on *t*-6, it's just not very eas-, it's not very,	no	53
165905:15	i've driven some, uh, tauruses *ich*-2 over the last couple of years when i've been on business trips *t*-1. uh, as rental cars.	no	25
166012:17	some, some local communities are very active in that, uh, in that respect	no	13
166058:129	i think 0 here if they, uh, instead of * just, you know, requiring that you put, put out the trash and stuff, if they *ich*-2 could get some kind of rebate, those people who *t*-1 do put the stuff out, uh, you know, and separate it, have lower collection fee or something * may encourage people to separate.	no	59
166099:34	now i think 0 they've come up with some way of, uh, * pulling the glue out.	no	18
166239:186	and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,	yes	50
166324:27	i do know for a fact that some of the teachers that i know *t*-1 personally get paid *-2 an awful lot more than,	yes	24
166332:14	but there are some school districts out there that *t*-1 are very well paid.	no	14
166609:11	that's some brutal stuff there.	no	6
166790:41	oh, here's *t*-2 an easy way 0 * to make some money *t*-1.	no	14
166792:44	i, i've heard, fairly recently, uh, some talk about that in this, in, in my state.	no	17
166920:103	because, uh, i th-, you know, i think 0 for a lot of people it really is the decision of, do they still have some of their life left.	yes	29
166932:14	but there's some of the day-to-day needs that they just are not able *-1 to deal with *t*-2 physically anymore.	yes	21
166950:129	often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal *t*-1.	no	41
166957:30	at least, i mean i think 0 some nursing homes do that.	no	12
166964:64	i think that a majority of the places in the u s, uh, you know, there is some government aid available,	no	21
166974:17	* definitely does need some improvements.	no	6
167035:53	i think 0 that should be left *-2 up to people who *t*-1 have some knowledge in the subject and more knowledge than a jury would have *?*.	no	29
167062:56	matter of fact, i've heard that, i've heard that some of the information *ich*-2, uh, is prevented *-1 from *-1 reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,	yes	41
167130:52	um, s-, s-, naturally some, some things you just can't find *t*-1 in your local k-mart or, or, uh, bryn mawr stereo dealer.	no	24
167175:44	and there r-, there are s-, some substantial, nasty penalties, um, if you, if businesses try *-1 to avoid that.	no	20
167197:74	uh, but, if that's the case, if the business is responsible for *-3 policing themselves, then i think 0 some well defined mechanisms need *-1 to be in place so that, uh, the opportunity f-, * to forget that you owe sales tax for something, uh, can be avoided *-2.	no	51
167230:60	* to prevent these people from *-1 ever getting out on the street. by, you know, some technicality.	no	18
167234:13	and then on some little technicality they get out and on the streets again *-1 doing the same 0 they did *t*-2 before.	no	23
167460:11	they had some property there	no	5
167520:43	and, uh they have put plastic, plexiglas kind of stuff in some of the windows.	yes	15
167853:33	uh, although i i'm sure 0 to some extent, that money is part of the problem in the disparity,	no	20
167861:60	and, uh you know, and so the students were, you know, to some extent, motivated *-1 to learn.	no	18
167923:114	so, i guess 0 the problem is 0 the, the thing 0 * to do *t*-1 is * to try *-2 to, uh, to get some kind of motivation * to learn	no	32
168092:41	they'll set up like a trap or something like that in some sense.	no	14
168240:39	if you have yard trash, you put your yard trash in some kind of container.	no	15
168375:16	but they get into some really good conversations sometimes, you know.	no	11
168376:8	and some of it, sometimes it's serious	yes	8
168377:14	and they have some good feedback and all that stuff	no	10
168394:161	uh, and really, i-, i-, we were really forced *-2 into *-3 keeping a budget because i'm, i'm paid once a month which *t*-1 sort of, sort of forces some, uh, uh, restrictions	no	35
168678:18	like i said, some years ago, i think 0 i would have said 0 there's no place for capital punishment in the, civilized western country.	no	26
168694:29	i'm beginning *-1 to believe that some people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, * executing people.	no	28
168702:40	and, uh i can imagine that, uh, uh, for some people it would be the only form of justice in that case.	no	22
168731:49	not so much because, uh, it's bad per se, although there is some pretty crappy programming	no	17
168732:33	and i thin-, there's also some, uh, i think, uh, poorer lifestyles illustrated * but simply because it dominates so much discussionary time.	no	24
168933:15	but there were some things *ich*-3 that people brought *t*-1 up like well what *t*-2 happens if they, they get a false positive, you know, what recourse do you have *t*-4.	no	31
168948:53	and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who *t*-1 is able *-2 to evaluate them.	no	48
169040:30	either you have, uh, military service or some sort of alternative, nonmilitary service for a few years.	no	17
169077:64	for, for years there has been an idea *ich*-2 batted * around of * having some sort of alternative, uh, public service 0 for, uh, young people to go into *t*-3, uh, after high school.	no	35
169087:61	and they, they at least have, now they have at least some marginally marketable skills and more discipline.	no	18
169088:56	and they have, uh, you know, in, in some cases they have a greater self-esteem because they can say, they can see that, you know, if i do something or sub-, submit my own will to the will of the sargent or whatever, at least for a short period of time, i can accomplish a lot	no	56
169093:37	and, you know, for some, for some young men, that's good.	no	12
169102:41	so. but, uh, you know, for some people that's good.	no	11
169134:30	uh, i know that there's been some increases in crime lately in terms of murders.	no	16
169138:54	uh, that *ich*-1's kind of gone up in scale and, and some other things.	no	15
169475:51	and i can, i can, you know, accept that some people think 0 it's not *?* and can find better ways 0 * to use it *t*-1.	no	29
169520:110	we ended up *-2 watching it for a couple of hours. zooming out and grabbing something 0 * to eat *t*-1 and then zooming back and ea-, watching it some more.	no	31
169775:14	and they had some guy that *t*-1 was, uh, defending himself.	no	11
169826:13	and it was some malaria medication	no	6
